USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         598  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-scsi_tmf_7]
root         601  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/u80:8-events_unbound]
root         602  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/u80:9-events_unbound]
root         604  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-nvme-wq]
root         605  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-nvme-reset-wq]
root         606  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-nvme-delete-wq]
root         607  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-nvme-auth-wq]
root         608  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/9:2-cgroup_free]
root         618  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/7:1]
root         685  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-kdmflush/252:0]
root         703  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/1:2-i915-unordered]
root         721  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/19:1H-kblockd]
root         727  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/14:3]
root         729  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-ext4-rsv-conversion]
root         739  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/19:2]
root         792  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/16:2-events]
root         793  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/16:3-cgroup_free]
root         794  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/16:4]
root         806  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/0:2-rcu_gp]
root         834  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/15:2-events]
root         984  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/12:1H-kblockd]
root        1018  0.0  0.0      0     0 ?        S    13:09   0:00 [psimon]
root        1027  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/8:1H-kblockd]
root        1041  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-kmpathd]
root        1042  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-kmpath_handlerd]
root        1066  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/18:1H-kblockd]
root        1071  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/14:1H-kblockd]
root        1086  0.0  0.0      0     0 ?        S    13:09   0:00 [psimon]
root        1092  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/15:1H-kblockd]
root        1093  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/10:1H-kblockd]
root        1172  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/4:2-events]
root        1180  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/6:2-events]
root        1194  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/17:1H-kblockd]
root        1209  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/7:1H-kblockd]
root        1276  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/4:3]
root        1394  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-cfg80211]
root        1424  0.0  0.0      0     0 ?        S    13:09   0:00 [irq/167-mei_me]
root        1507  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-led_workqueue]
root        1508  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/u81:1-hci0]
root        1515  0.0  0.0      0     0 ?        S    13:09   0:00 [irq/16-processor_thermal_device_pci]
root        1520  0.0  0.0      0     0 ?        S    13:09   0:00 [napi/phy0-0]
root        1522  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-ttm]
root        1523  0.0  0.0      0     0 ?        S    13:09   0:00 [card1-crtc0]
root        1524  0.0  0.0      0     0 ?        S    13:09   0:00 [card1-crtc1]
root        1525  0.0  0.0      0     0 ?        S    13:09   0:00 [card1-crtc2]
root        1526  0.0  0.0      0     0 ?        S    13:09   0:00 [card1-crtc3]
root        1528  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/2:1H-kblockd]
root        1529  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/2:3]
root        1532  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/1:1H-kblockd]
root        1535  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/1:3]
root        1536  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/5:2-events]
